"","text","score","polarity"
"233","Jokowi berhasil memeberikan soslusi terbaik dalam pemerintahan #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/e1wdfeUQn4",0,"Netral"
"234","Jokowi berhasil memeberikan soslusi terbaik dalam pemerintahan #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/CT1axdazGN",0,"Netral"
"235","Jokowi berhasil memeberikan soslusi terbaik dalam pemerintahan #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/xz5Xf8REpf",0,"Netral"
"236","Jokowi berhasil memeberikan soslusi terbaik dalam pemerintahan #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/weJR9kJp9C",0,"Netral"
"237","@restyca_yah @ChusnulCh__ @benny_rhamdani_ @jokowi Emang kondisi rezim pemerintahan kek skg ini kudu ada orang kek kamu jang @restyca_yah ..",0,"Netral"
"238","@firzahusainInc ini contoh kadrun pekok... ibadah buat muasin nafsu duniawi... klo nggak suka dng pemerintahan p.jokowi.. tinggal pindah kewarganegaraan dr pada sakit hati... 😂🤣",0,"Netral"
"239","Jempol buat Pemerintahan Presiden Jokowi bisa jaga iklim ekonomi stabil 
#JokowiPresidenku #PembangunanUntukRakyat
#PresidenJokowiHebat #JokowiMembangunNegeri
#GanjarPilihanJokowi #JokowiBapakInfrastruktur https://t.co/q7DtICXHkc",0,"Netral"
"240","Jokowi berhasil memeberikan soslusi terbaik dalam pemerintahan #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/T4cDWboGHJ",0,"Netral"
"241","Masyarakat apresiasi kinerja pemerintahan Jokowi
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/51UoVIWtLg",1,"Positif"
"242","Jokowi berhasil memeberikan soslusi terbaik dalam pemerintahan #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/Iihv5BMd2e",0,"Netral"
"243","SURVEY TERBARU MAYORITAS MASYARAKAT MENGAPRESIASI KINERJA PEMERINTAHAN JOKOWI
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
Sulawesi Selatan https://t.co/eJulCMGiIa",0,"Netral"
"244","SURVEY TERBARU MAYORITAS MASYARAKAT MENGAPRESIASI KINERJA PEMERINTAHAN JOKOWI
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
Sulawesi Selatan https://t.co/WLpE7t2DlR",0,"Netral"
"245","Iya juga yaa.. persis kata Pengamat. Hampir 2 dekade pemerintahan Gub Ganjar Pranowo, beliau cenderung bekerja membangun kebutuhan dasar masyarakat Jateng. Jalan desa, pasar, waduk dst.
Mungkin itu yg menjadi pilihan Pres Jokowi. Pemimpin untuk rakyat.

https://t.co/OC4ah8i6O1",0,"Netral"
"246","SURVEY TERBARU MAYORITAS MASYARAKAT MENGAPRESIASI KINERJA PEMERINTAHAN JOKOWI
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
Sulawesi Selatan https://t.co/8g82O2wuGw",0,"Netral"
"247","@Tan_Mar3M Yang merorong Pemerintahan Jokowi adalah Keturunan Asing Arab yang bersatu ingin merebut kekuasaan dari Pribumi dengan berbagai cara dengan politik Agama , hoax , penipuan , teror dan fitnah2 , saya pribumi asli dibelakang Bapak .",0,"Netral"
"248","SURVEY TERBARU MAYORITAS MASYARAKAT MENGAPRESIASI KINERJA PEMERINTAHAN JOKOWI
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
Sulawesi Selatan https://t.co/GLgeMNr8Zx",0,"Netral"
"249","Kereen bange Pak Jokowi, semoga Indonesia seakin maju di tangan pemerintahan pak Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/5Iq9czceyJ",0,"Netral"
"250","Pemerintahan Presiden Jokowi selalu menerima masukan apapun untuk kemajuan Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/NLvHQK747A",0,"Netral"
"251","Survey terbaru mayoritas masyarakat mengapresiasi kinerja pemerintahan Jokowi
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/pmTtgcRhsY",0,"Netral"
"252","Pemerintahan Jokowi berhasil kontrol infoasi ekonomi 
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/3LekCS5m9y",0,"Netral"
"253","Mayoritas masyarakat mengapresiasi kinerja pemerintahan Jokowi

#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/FMqEHCXxXQ",0,"Netral"
"254","Presiden Jokowi meminta kawasan inti pusat Pemerintahan di IKN segera dibangun #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/mYKpTNtCgV",0,"Netral"
"255","Kereen bange Pak Jokowi, semoga Indonesia seakin maju di tangan pemerintahan pak Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/9mVx1BKxY9",0,"Netral"
"256","Pemerintahan Presiden Jokowi selalu menerima masukan apapun untuk kemajuan Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/oRf6BCS37i",0,"Netral"
"257","Dibawah Pemerintahan Pak Jokowi Indonesia maju #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/yRMI3GXRze",0,"Netral"
"258","Masyarakat apresiasi kinerja pemerintahan Presiden Jokowi 

#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/7SoGkvFVGA",1,"Positif"
"259","Transformasi digital itu ada empat pilar. Pertama pilar infrastruktur, lalu pilar vertikal ada masyarakat digital, pemerintahan digital, dan ekonomi digital.
@kemkominfo @jokowi @PlateJohnny
https://t.co/Ckn01J11ed",0,"Netral"
"260","Panglima Jilah pimpin sumpah dayak dukung Pancasila, NKRI dan UUD 1945 serta mendukung pembangunan IKN juga mendukung pemerintahan Presiden Jokowi. https://t.co/V1jre41Ehj",0,"Netral"
"261","Angka ini naik hingga Rp 1.067,4 triliun jika dibandingkan sejak awal pemerintahan Presiden (Jokowi) pada 2014 hingga Mei 2017 ini.",0,"Netral"
"262","Jokowi itu sudah mengalami hal ini sepanjang karir jabatan di pemerintahan mus...

Gerombolan elu yang melakkukan itu semua.SANTAI SAJA. https://t.co/JJjw9HWzB3",0,"Netral"
"263","#BennyRhamdaniBapakPMI

Hanya ada di era Pemerintahan Jokowi.

BP2MI menempatkan PMI sebagai Duta Negara , ini apresiasi luar  biasa bagi para PMI. https://t.co/k2CpWff2dd",1,"Positif"
"264","#BennyRhamdaniBapakPMI

Presiden Jokowi sangat peduli akan nasib para PMI. 
Sehingga cuman di era pemerintahan ini lah PMI dijadikan Pahlawan Devisa dan warga VVIP.
Ini jg tdk terlepas dari kinerja Kepala BP2MI Bp. @Beny_Rhamdani_ https://t.co/U3aTSi655Z",0,"Netral"
"265","@MukidiPaleIkan @geloraco @jokowi Pemerintahan Jokowi meyakini Blue Halo S Indonesia sehatkan serta sejahterakan masyarakat pesisir https://t.co/cvBdSOod7p",0,"Netral"
"266","5. Saat ini Indonesia ibarat mesin yg fresh, sdh selesai diperbaiki kerusakannya &amp; sdh digunakan utk menjalankan roda pemerintahan dgn baik selama ini. Jgn sampai mesin ini kembali rusak karena salah memilih Presiden. Makanya knp Jokowi ikut terlibat dalam Kampanye di Pemilu 2024",1,"Positif"
"267","@korantempo Kalau seperti ini kata tempo menarik, Jokowi adalah kepala negara bukan kepala relawan, tetapi kenyataanya bagi pendukung yang calonya kalah melakukan perlawanan dalam pemerintahan yang terognisir dalam kelompok besar atau kecil yang berupaya menyerang pemerintah dan menjatuhkan.",0,"Netral"
"268","@NasDem @adityawilly @aniesbaswedan Di Pemerintahan Jokowi di pecat, eeeeehh... Disini malah di Capres kan 🤣😂🤣😂🤣😂...  Ente kadang kadang ente.",0,"Netral"
"269","Keberhasilan Pemerintahan presiden Jokowi hanya 1 yang jalan di tempat sehingga berdampak nyata pada Nasionalisme serta perpecahan bangsa,
Yaitu APAKABAR REVOLUSI MENTAL?. https://t.co/iBsADAm4pz",0,"Netral"
"270","Pemerintahan Presiden Jokowi gas poll pemerataan ekonomi, pada 2023 Provinsi baru di papua akan mendapat dana APBN. https://t.co/nb8POu49Mx",0,"Netral"
"271","Said Minta Relawan Jangan Jerumuskan Jokowi https://t.co/VgxkhSq45I",0,"Netral"
"272","@Binsaragih1 @GalihTengil @musniumar @SBYudhoyono @jokowi Program TV digital sudah dipersiapkan sejak era Bapak SBY waktu itu menteri kominfonya dari PKS , so yg sekarang hanya melanjutkan apa yg diputuslan pemerintahan sebelumnya.",0,"Netral"
"273","@AtomicData1 @Eppoy89 @ChusnulCh__ Berarti itu kan jelas salah satu proyek pemerintahan sby yg tidak tuntas diselesaikan.

Lha kok sewotnya ke jokowi. 🤭",-1,"Negatif"
"274","@HobiMotor @kotor_kata @Dawgs000 Caci Maki..?? Hobimu jga Caci Maki kan..?? Caci Maki Jokowi Negeri dan Pemerintahan Negeri ini..Umumnya mereka yg Demo Palestina hari hari ini adalah Orang2 yg sama yg suka tereak2 Caci Maki Jokowi &amp; Pemerintahan sekarang..😑😑",0,"Netral"
"275","@DhaniNusantara1 @Pencerah___ @jokowi Kenapa kita dan bangsa ini menjadi pengecut melihat para gerombolan pengacau  berbalut agama tersebut.

Apa yg salah dengan rakyat dan pemerintahan di Indonesia saat ini  ?.",0,"Netral"
"276","Pak @benny_rhamdani_ coba evaluasi pemerintahan Jokowi 2 periode ini. 

Demonstrasi itu disimak pakai otak. Apa isi orasi dan tulisan poster posternya. Demo itu efek dari regulasi atau kebijakan pemerintah yang tidak memenuhi rasa keadilan. 

Tiap didemo kabur mana mungkin paham. https://t.co/tZnbS5sXY9",-1,"Negatif"
"277","@ampeldenta_com @mbok_tuminah Prreeettt..belum dipilih ya begitu.
Kalau dah trpilih gak bakalan ngelanjutin program maupun proyek2 Pemerintahan Pk Jokowi.
Lihat sj contohnya saat mnjabat Gub.DKI..program Gub.sebelumnya yg baik dan bagus jg tak dilanjutkan Anies.
Anti tesis Jokowi..itu Anies.",2,"Positif"
"278","@musniumar Nah..Ente Faham Gak Sih, Pak.. Omongan.. Bapak"" Yg Sedang Bicara Dngn Pak @jokowi Kalo Ade Serangan Hoax Pitnah Dan Domba Terhadap Pemerintahan Ini..Ape Bapak Diem..?? Dan Ape Iye Harus Perang ?? Nalar Nye Di Pake Nape Pak.. Coba Lah Berdamai Same Diri Bapak Dlu!!",0,"Netral"
"279","@RobiTse1 @nakhoda4t4 Pinter itu pilihan, tua itu akan tiba..lu tua tapi guoblokk..
Siapapun yg gak suka dgn tata kelola pemerintahan Jokowi lu anggap kadrun..
Seseorang boleh mendoakan apa saja, Krn rasa tak nyaman mesti berakhir..",0,"Netral"
"280","Pengamat politik sekaligus peneliti senior Surabaya Survey Center (SSC) Surokim Abdussalam mengatakan, @erickthohir menjadi menteri andalan yang dipercaya oleh Presiden untuk menangani berbagai urusan. Dari persoalan pemerintahan, hingga urusan keluarga Jokowi.
#BangkitBersamaET https://t.co/CWmADOGwYf",0,"Netral"
"281","Kualifikasi @jokowi ketua paguyuban, bukan kepala pemerintahan, apalagi kepala negara. https://t.co/Hlh9UMZXb1",0,"Netral"
"282","@V_Young_Lee @ekowboy2 Dulu jaman pemerintahan sebelum jokowi,, 
Pro pemerintah dan oposisi
jaman jokowi di rubah pro pemerintah dan pembenci pemerintah",0,"Netral"
"283","@jokowi Percuma kalau di pemerintahan masih ada pemecah belah seperti anjing satu ini pak. Korpri tidak cukup mendidik kegarangan mulut anjing ini sepertinya. https://t.co/WzPDsuOs7K",-1,"Negatif"
"284","@Dennysiregar7 Muspidanya, kecuali militer, memberikan support terselubung terhadap intoleransi. Gimana hal spt ini bisa terjadi dilevel pemerintahan @mohmahfudmd @jokowi @ListyoSigitP @Kemendagri_RI ?",0,"Netral"
"285","Survei terbaru Indikator Politik Indonesia (IPI) menyatakan mayoritas masyarakat Indonesia mengapresiasi kinerja Pemerintahan Jokowi dalam menstabilkan ekonomi dan keamanan nasional.

Rans Entertainment BYE BYE
#Qatar2022 
#JokowiPresidenku 
#JokowiHebat 
#FIFAWorldCupQatar2022 https://t.co/GhbmVotFlU",0,"Netral"
"286","Survei terbaru Indikator Politik Indonesia (IPI) menyatakan mayoritas masyarakat Indonesia mengapresiasi kinerja Pemerintahan Jokowi dalam menstabilkan ekonomi dan keamanan nasional.

Rans Entertainment BYE BYE
#Qatar2022 
#JokowiPresidenku 
#JokowiHebat 
#FIFAWorldCupQatar2022 https://t.co/V2cuQbUjJp",0,"Netral"
"287","Survei terbaru Indikator Politik Indonesia (IPI) menyatakan mayoritas masyarakat Indonesia mengapresiasi kinerja Pemerintahan Jokowi dalam menstabilkan ekonomi dan keamanan nasional.

Rans Entertainment BYE BYE
#Qatar2022 
#JokowiPresidenku 
#JokowiHebat 
#FIFAWorldCupQatar2022 https://t.co/0kWldr15lH",0,"Netral"
"288","Sekarang Fahri Hamzah mulai sadar.

Awal pemerintahan pak Jokowi, FH mencibir pembangunan tol trans Jawa &amp; Sumatera, bandara, pelabuhan, bendungan, kawasan industri, peningkatan daya listrik, KA cepat,double track, IKN (gak ada gempa).
 +tmii, Bali, masjid Istiqlal, internet dll https://t.co/ow4q65kaSb",0,"Netral"
"289","Kadrun dan BuzzeRp 4nies sakit hati dan iri karena selama ini mereka berpikir bahwa relawan Jokowi sudah pecah kongsi, tapi ternyata tidak. Justru Relawan Jokowi makin solid dan kompak mengawal pemerintahan Presiden Jokowi sampai Tahun 2024.",0,"Netral"
"290","@tifsembiring @jokowi  ,kyanya  bang Benny ini tidak mewakili Relawan Jokowi, harus nya pak Jokowi menegurnya,bukan mlah mendiamkan dia ngoceh perang2.. bang Benny ini kayanya ada misi lain didlm pemerintahan pak Jokowi.",-1,"Negatif"
"291","@LoudMinorities Parah... Padahal hasil kerja Pemerintahan Jokowi Luar Biasa kok",1,"Positif"
"292","@democrazymedia Pemerintahan dipilih krn janji, Trus Janji Lu mana #Jokowi !!? Emang #BangsatBangsa sih🙄🙄",0,"Netral"
"293","Pengembangan Kawasan Ekonomi Khusus (KEK) di Indonesia menjadi salah satu target utama dalam pemerintahan Jokowi #BersamaPerkuatNKRI #PembangunanUntukRakyat https://t.co/2zv6C8J3Pt",0,"Netral"
"294","Pengembangan Kawasan Ekonomi Khusus (KEK) di Indonesia menjadi salah satu target utama dalam pemerintahan Jokowi #BersamaPerkuatNKRI #PembangunanUntukRakyat https://t.co/2Ip9182XRo",0,"Netral"
"295","Salah satu target utama pemerintahan Jokowi adalah pengembangan Kawasan Ekonomi Khusus ( KEK )
#BersamaPerkuatNKRI
#PembangunanUntukRakyat https://t.co/B6bG1KQGnw",0,"Netral"
"296","Pengembangan KEK menjadi salah satu target utama pemerintahan Jokowi untuk pemerataan pertumbuhan ekonomi.
#BersamaPerkuatNKRI #EkonomiPulih https://t.co/LNVfmP7QH1",0,"Netral"
"297","@PDemokrat Pembangunan untuk rakyat dari pemerintahan Jokowi :

Kebijakan BBM Satu Harga agar masyarakat di daerah 3T (terdepan,terluar, tertinggal) di luar Jawa dapat menikmati harga BBM yang sama dengan di pulau Jawa sehingga keadilan sosial bagi seluruh rakyat Indonesia dapat terwujud.",0,"Netral"
"298","@mchlmanufandu Betul pak @mchlmanufandu
Provinsi Papua termasuk dalam perhatian utama pemerintahan Presiden @jokowi karena provinsi ini merupakan provinsi yang membutuhkan perhatian lebih khusus dibandingkan dengan daerah lain di Indonesia",0,"Netral"
"299","@mchlmanufandu Betul pak @mchlmanufandu
Provinsi Papua termasuk dalam perhatian utama pemerintahan Presiden @jokowi karena provinsi ini merupakan provinsi yang membutuhkan perhatian lebih khusus dibandingkan dengan daerah lain di Indonesia",0,"Netral"
"300","@mchlmanufandu Betul pak @mchlmanufandu
Provinsi Papua termasuk dalam perhatian utama pemerintahan Presiden @jokowi karena provinsi ini merupakan provinsi yang membutuhkan perhatian lebih khusus dibandingkan dengan daerah lain di Indonesia",0,"Netral"
"301","Pemerintahan Presiden Jokowi sangat keren #JokowiPresidenku https://t.co/mR97K16qXp",1,"Positif"
"302","@Muhammad_Saewad Halah ,Loh sendiri subjective , cuma sibuk nyinyirin pemerintahan Jokowi,  pernah ga loh kritik anies ??
hypocrite!! https://t.co/Q3hxJ2xnef",0,"Netral"
"303","Gedung among tani kota batu adalah pusat pemerintahan kota batu dan warga kota batu...
#BatuKotaWisata
TPPJatim
#TPPMalangSatuJiwa

@jokowi 
@halimiskandarnu https://t.co/qT14hAU6aW",0,"Netral"
"304","Untuk lansia nih, 60 th ke atas loh seperti yang disampaikan Kementerian Kesehatan. 

Pemerintahan Jokowi lawan pandwmi. 

Berarti aku nggak perlu booster lagi, baru 40 th + https://t.co/ZPzdk8iC71",0,"Netral"
"305","@VIVAcoid Ketahuan,,kelicikan orang ini,di 2019,dia masih didalam pemerintahan @jokowi  , tpi dia main mata dgn kaum oposisi.",0,"Netral"
"306","#BuzzeRp_SampahPeradaban
Sejatinya musuh  NKRI bkn yg ngeritik/oposisi,tp PKI gaya baru.
https://t.co/Vr7z7jI8jH…
Rachmawati Soekarno: Megawati Bangkitkan Komunis, Dia Sumber Kekacauan Negara Ini
https://t.co/e7Mvno7E1c…
https://t.co/QUyngdi2Ph…
https://t.co/xKyu3PILM9",0,"Netral"
"307","#RakyatLebihCintaAnies
Sejatinya musuh pemerintah NKRI bkn yg ngeritik / oposisi,tapi PKI gaya baru.
https://t.co/xKyu3PILM9
https://t.co/QFCfsNC1vX
Rachmawati Soekarno: Megawati Bangkitkan Komunis, Dia Sumber Kekacauan Negara Ini
https://t.co/e7Mvno7E1c…
https://t.co/swze2fYi2R",0,"Netral"
"308","@VIVAcoid Maksudnya ajak perang yg tidak sependapat dengan pemerintahan jokowi ya?",-1,"Negatif"
"309","@_MbakSri_ Dl 2015 prnh dgr kl ormas ini di bubarkan akan ganti nama ternyata yg sy denger dr warung2 kopi bener jg.dibubarkan ttp singkatan sm ternyata pemerintahan @jokowi menkopolhukam tdk berdaya dgn ormas ini!kasihan dgb negara jkw sm ormas ini kewalahan malahan ketuanya di bebaskan",0,"Netral"
"310","@ChusnulCh__ NKRI adl Negara Hukum &amp; sekalipun Pak @jokowi adl Presiden maka beliau berkewajiban harus  dukung semua penegakkan hukum tanpa pandang bulu

Presiden adl Kepala Negara, Kepala Pemerintahan &amp; pemimpin tertinggi angkatan bersenjata serta kepolisian NKRI yg berazas Hukum berkeadilan",0,"Netral"
"311","@alextham878 Sejarah dunia international pun sudah mencatat kasus demikian telah terjadi di pemerintahan NKRI saat ini .. 😞😞😞

@jokowi @ListyoSigitP  @PolhukamRI @mohmahfudmd @KSPgoid @kemendagri @Menlu_RI",0,"Netral"
"312","Masyarakat kita, sudah paham siapa saja yg ada di pemerintahan, legislatif, yudikatif, kepolisian dan tentara, di jaman Jokowi ini.
Islam adalah satu2nya penangkal para pengkhianat tersebut!
Sekarang sudah dlm sikon yg maksimal dan tdk bisa berkutik lagi.
Menunggu kematian! https://t.co/2IuC1PiCGm",0,"Netral"
"313","@ahikusuma @Jhonkosmik Situ heran hanya karena setiap acaranya Raffi Ahmad digemari masyarakat +62 ?
Lebih heran lg gue...banyak Kadrun² di Indonesia ini yg gemar menghujat dan mengolok-olok pemerintahan pak Jokowi,sedangkan Kadrun² tsb hidup mencari makan di wilayah pemerintahannya pak Jokowi.",0,"Netral"
"314","Ketika Pak Prabowo bergabung di pemerintahan mendukung Pak Jokowi setelah selesai Pilpres 2019, terlihat vulgar dan ketahuan semua penumpang gelap &amp; kelompok jaringan kejahatan yg menyamar dan menyusup merusak persatuan bangsa dan menghancurkan negara."" https://t.co/UseBj7WNkO",0,"Netral"
"315","@DPR_RI hampir 10 tahun berjalan pemerintahan @jokowi bersama @DPR_RI memimpin negeri ini, kok bisa Ekonomi masyarakat semakin terjepit...??
1. Kenapa harga jual barang dari masyarakat tani menjadi semakin murah...? dan
2. Kok bisa harga beli terutama sembako semakin mahal..?",0,"Netral"
"316","Intinya begini saja,..klo mau dukung Anis ..TDK usah jelek2an dan caci maki,hujat,hina,pemerintahan Jokowi..klo hal itu ditempuh malah BKN memuluskan perjalanan Anis ke RI 1. https://t.co/HAlpflPxl5",0,"Netral"
"317","@muhsinsukandar6 @DararingIlham @Rinaldi19949941 @OposisiCerdas Ya pemerintahan Jokowi sdh berhasil ala orde baru. Anak mantu jadi pejabat, pemindahan ikn era pandemi gmpang amat malah yg disidak ketua partai formula e. Dan ""kesombongannya mulai terbentuk, menikah dkeraton dan kampanye sorangan tanpa partai resep dewek bae",0,"Netral"
"318","@msaid_didu Dudidu makin tua makin gila....lo,bener pak jokowi lo itu tolol g bisa kerja mknya lo di buang dr pemerintahan dsr si tua bangka bgo...lo",1,"Positif"
"319","... Jika masih dibiarkan, patut dipertanyakan kredibilitas, integritas dan tanggungjawab Pemerintahan Jokowi terhadap keamanan dan keselamatan bangsa dan negara... https://t.co/ftfSR7caqP",0,"Netral"
"320","@msaid_didu Alhmdullilah sarana dn prasarana kbutuhan rakyat telah di bangun, hidup mnjadi optimis dn untuk rakyat pra sjahtera bisa mnikmati sekolah gratis, pngobatan gratis, blt, pkh, dana pra kerja dll itu bukti pemerintahan jokowi mnjalnkn keadilan sosial bagi seluruh rakyat indonesia.",1,"Positif"
"321","@yusuf_dumdum Ini dokter ngomongin pemerintahan jokowi apa ya, secara jelas2 yg sekarang berkuasa jokowi, segala kebijakan doi yg acc,. Ngopi ngapa...😊",0,"Netral"
"322","Hilirisasi tambang nikel,bauxit timah itu strategi pemerintahan Jokowi agar kekayaan sumber alam negara ini bisa dimanfaatkan sepenuhnya untuk kemakmuran rakyat....maka negara etopa,AS,/ maju tidak akan rela ,maka dng segala cara menghalanginya,lewat WTO mereka dimenangkan,lawan",-1,"Negatif"
"323","@NyaiiBubu @panjianom102 Jujur saja saya sangat kecewa pada pemerintahan Jokowi dalam segi penegakan hukum.
Mengelola negara tdk hanya membanfun dan pertumbuhan ekonomi saja, tp mwnjaga keutuhan negara dan bangsa yg utama.
Percuma ekonomi maju tp ada kelompok yg mau merusak negara dan bangsa dibiarkan.",0,"Netral"
"324","Ikut mengkritik pemerintahan Jokowi sejak 2018 tak ada hasil yang kudapat, kecuali rasa lega karena uneg-unegku tersalurkan. Kini, apa akunku harus pensiun?",0,"Netral"
"325","@muispebrianto Ini track record masalah korupsi ( belum termasuk candi Hambalang,) zamannya bapak bocil sok pembela rakyat, dan dibongkar masa pemerintahan Jokowi!🤔🤔🤔 https://t.co/0zTYK8iw5J",0,"Netral"
"326","Pemerintahan Jokowi pro pembangunan desa

Ini kesempatan baik untuk kaum perempuan agar ikut berpartisipasi dalam kepemerintahan meskipun lingkup desa. https://t.co/DxaBQrZu5k",1,"Positif"
"327","@KayanaDuris @DhaniNusantara1 @SBYudhoyono @prabowo @jokowi @HukumDan @AgusYudhoyono @mohmahfudmd @puanmaharani_ri @Menlu_RI @marlina_idha @SisiwittFrida @tatakujiyati dalam mengganggu pemerintahan yg sah",0,"Netral"
"328","@_Rizmaya__ @jokowi saya akan door to door di dunia nyata, warung ke warung, desa ke desa bahwa selama pemerintahan jokowi harga BBM mahal, tarif listrik mahal, pupuk mahal, pajak mahal, dg demikian nanti 2024 jgn milih penerus produk gagal.",0,"Netral"
"329","Friendly reminder pak @jokowi , anda masih menjabat sebagai Presiden RI sampai 20 Oktober 2024. Fokuslah pada tugas anda sebagai KEPALA NEGARA sekaligus Kepala Pemerintahan.",0,"Netral"
"330","Gak terima dengan kebijakan dianggep gak cinta NKRI
Protes dikit dianggep pengganggu jalannya pemerintahan
Gak suka jokowi dianggep gak nasionalis.
Atau,
Lu muslim? Gak ikut gerakan2 putih2 dianggep kafir - pki
Muslim kalo gak dukung paslon umat dianggep bukan islam pokoknya.",0,"Netral"
"331","Saya garis bawahi, tahap pertama ya di Kawasan Inti Pusat Pemerintahan (KIPP),""ujar Bambang.

Menyikapi tingginya minat investasi tersebut, Presiden Jokowi memberikan arahan agar area-area di IKN dibuka lagi untuk menampung minat para investor yang tidak tertampung di wilayah 1A. https://t.co/i7UHT1gSwR",-1,"Negatif"
"332","Luar biasa mantap Pemerintahan Presiden Jokowi 
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur
#GanjarPilihanJokowi https://t.co/utRSbW7Hj4",1,"Positif"
"333","@DhaniNusantara1 @SBYudhoyono @prabowo @jokowi @HukumDan @AgusYudhoyono @mohmahfudmd @puanmaharani_ri @Menlu_RI @marlina_idha @SisiwittFrida @tatakujiyati Mereka kan diluar pemerintahan, kerjasama antar apa dan dalam bidang apa ya ???.  ???&amp;^%$#@???",0,"Netral"
"334","@ChusnulCh__ Pantes pemerintahan Jokowi rakyatnya terpecah belah ,lawong provokatornya di pelihara 
Dimana2 rakyat yg kontra seharusnya diajak berunding adakan dialog atau debat terbuka ,bukan malah membuat lawan tandingan 
Si Jin Ping Vs Joe Biden ,Putin Vs Zelesky 
Jokowi Vs Oposisi",0,"Netral"
"335","@Cattl3yya Akun clonning, fake account?? Modal buat nge BuzzeRp, cari duit jelekin Islam, bela pemerintahan @jokowi + Opung LBP https://t.co/v6bTpKmI5x",0,"Netral"
"336","Dukung program pemerintahan Presiden Jokowi untuk mewujudkan pemerataan ekonomi lewat IKN. 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/wUk4oBTDZp",0,"Netral"
